job_listing,original_date_posted,skills,company_name,job_city,job_region,job_postal_code,intext_job_title,intext_company_name,intext_date_posted,intext_location,get_education_level,intext_skills,coding_languages,technologies,methodologies,operating_systems,remote,years_experience,date_of_processing,salary,URL
Senior Data Scientist - Drug Discovery,2021-07-06T14:08:23Z,"Engineers, Web",Jobot,Cambridge,MA,2138,Senior Data Scientist,Drug Discovery,7/8/2021,"Jobot - Cambridge, MA",Bachelor's - Masters,"amazon web services, data analysis, data science, neural networks, communication skills, modeling, artificial intelligence, parallel computing, machine learning, testing, biology, deep learning, genetics, web services, statistics, software engineering, chemistry","ml, pipelines",,,vector,False,3,7082021,,https://www.dice.com/jobs/detail/Senior-Data-Scientist-%26%2345-Drug-Discovery-Jobot-Cambridge-MA-02138/91113390/1250881877
Sr. Data Scientist (TS/SCI),2021-07-08T20:16:31Z,"Engineering, Physics, Computer, Python, Linux, IBM",MAXAR Technologies,Herndon,VA,20170,Sr. Data Scientist (TS/SCI),MAXAR Technologies,7/8/2021,"Herndon, VA",Bachelor's - Masters,"remote sensing, data science, linux, physics, cloud, docker, modeling, git, etl, data engineering, tensorflow, machine learning, deep learning, computer science, algorithms, python, mathematics",python,"pytorch, aws, tensorflow, radar","version control, git, gitlab",linux,True,0 to 5,7082021,,https://www.dice.com/jobs/detail/Sr.-Data-Scientist-%28TS%26%2347SCI%29-MAXAR-Technologies-Herndon-VA-20170/91094828/R12013
Data Scientist,2021-07-07T14:17:07Z,"Engineering, SQL, Python, API",Jobot,Redwood City,CA,94061,Data Scientist,Jobot,7/8/2021,"Redwood City, CA",Bachelor's - Masters,"automation, api, data engineering, testing, python, sql","s3, python, pipelines, sql",aws,,,True,3 to 3,7082021,,https://www.dice.com/jobs/detail/Data-Scientist-Jobot-Redwood-City-CA-94061/91113390/1928342464
Senior Data Scientist,2021-05-24T14:09:54Z,"Python, Matlab, FDA, Algorithm, IT",Motion Recruitment,Redwood City,CA,94061,Senior Data Scientist,Motion Recruitment,7/8/2021,"Redwood City, CA",Bachelor's - Masters,"data collection, data science, matlab, neural networks, statistical analysis, medical devices, machine learning, computer science, electrical engineering, statistics, algorithms, python, linear algebra, r, mathematics","matlab, small, plus, r, python",,,"vision, vector",False,3 to 3,7082021,,https://www.dice.com/jobs/detail/Senior-Data-Scientist-Motion-Recruitment-Redwood-City-CA-94061/10105282/463272
Data Scientist/Product Analyst,2021-07-02T21:17:43Z,"Analyst, SQL, Testing",Eliassen Group,San Francisco,CA,94103,Data Scientist/Product Analyst,Eliassen Group,7/8/2021,"San Francisco, CA",Bachelor's - Masters,"data science, communication skills, written communication skills, cloud, managed services, agile, testing, san, risk management, life sciences, sql",sql,,agile,,True,0 to 5,7082021,,https://www.dice.com/jobs/detail/Data-Scientist%26%2347Product-Analyst-Eliassen-Group-San-Francisco-CA-94103/cxelisen/353115
Lead Data Scientist,2021-02-05T22:21:57Z,Network,General Mills,Minneapolis,MN,55401,Lead Data Scientist,General Mills,7/8/2021,"Minneapolis, MN",Bachelor's - Masters,"data science, web analytics, landing page optimization, data visualization, cloud, tableau, big data, knowledge sharing, r, bid management, marketing","context, spark, r, self",,,,True,3 to 7,7082021,,https://www.dice.com/jobs/detail/Lead-Data-Scientist-General-Mills-Minneapolis-MN-55401/RTX14a271/6974
Data Scientist Technical Specialist,2021-07-08T16:45:54Z,"Engineering, Computer, Python, Web, SQL, Apache, IT",Peraton,Chantilly,VA,20151,Data Scientist Technical Specialist,Peraton,7/8/2021,"Chantilly, VA",Bachelor's - Masters,"clustering, jenkins, cloud, ganglia, database, agile, machine learning, web services, big data, computer science, professional development, apache spark, algorithms, sql, statistics, ui, python, data processing","spark, source, rapid, processing, python, sql",,agile,vision,False,0 to 1,7082021,,https://www.dice.com/jobs/detail/Data-Scientist-Technical-Specialist-Peraton-Chantilly-VA-20151/91005870/2019%26%23458014
A&IC - Sr Data Scientist,2021-05-27T21:45:10Z,"GPS, Consultant, IT, Computer, Management, Systems, Engineering, SAS, SQL, Python, Visual Basic, Business Intelligence, ACL, Consulting, CISSP, Recruiter",Deloitte,Arlington,VA,22201,A&IC,Sr Data Scientist,7/8/2021,"Deloitte - Arlington, VA",Bachelor's - Masters,"matlab, business intelligence, statistics, problem solving, management information systems, pmp, leadership, data cleansing, finance, computer science, python, forensics, tableau, business analytics, project management, cissp, cisa, r, sas, sql, gps, statistical analysis, accounting, risk assessment, troubleshooting, modeling, visual basic, professional services, mathematics","matlab, processing, r, sas, python, sql",,,acp,False,2,7082021,,https://www.dice.com/jobs/detail/A%26IC-%26%2345-Sr-Data-Scientist-Deloitte-Arlington-VA-22201/10106525/11042
Data Scientist,2021-01-11T22:19:45Z,"Engineer, Python, HTML, SQL, Computer, Engineering, Mathematical",General Mills,,,,Data Scientist,General Mills,7/8/2021,,Bachelor's - Masters,"data science, clustering, data visualization, statistical analysis, modeling, database, machine learning, json, html, computer science, r, statistics, attention to detail, writing, data mining, python, sql","spark, r, python, sql",,,hive,True,3,7082021,,https://www.dice.com/jobs/detail/Data-Scientist-General-Mills---/RTX14a271/6498
Data Scientist II,2021-07-08T16:10:50Z,data science,PriceSenz,Broomfield,CO,80021,Data Scientist II,PriceSenz,7/8/2021,"Broomfield, CO",Bachelor's - Masters,"problem solving, r, git, python","plus, r, python",,git,,False,2 to 4,7082021,,https://www.dice.com/jobs/detail/Data-Scientist-II-PriceSenz-Broomfield-CO-80021/91095322/2021%26%23451582
Data Scientist,2021-07-08T19:30:36Z,Data Scientist,Maddisoft,Houston,TX,77001,Data Scientist,Maddisoft,7/8/2021,"Houston, TX",Bachelor's - Masters,"operations research, linux, physics, customer acquisition, modeling, machine learning, big data, industrial engineering, computer science, statistics, algorithms, sql, r, sas, mathematics, marketing","r, factor, sas, sql",,,linux,False,3,7082021,,https://www.dice.com/jobs/detail/Data-Scientist-Maddisoft-Houston-TX-77001/RTX19d776/7036070
Data Scientist,2021-07-08T19:30:29Z,"SQL, Python",Mitchell Marti,Houston,TX,77001,Data Scientist,"Mitchell Martin, Inc.",7/8/2021,"Houston, TX",Bachelor's - Masters,"operations research, linux, physics, customer acquisition, modeling, sql, machine learning, big data, industrial engineering, computer science, statistics, algorithms, python, r, sas, mathematics, marketing","factor, r, sas, python, sql",,,linux,False,3,7082021,,https://www.dice.com/jobs/detail/Data-Scientist-Mitchell-Martin%2C-Inc.-Houston-TX-77001/mitchmar2/7037138
Data Scientist,2021-06-17T13:30:37Z,"SAS, SQL, Python, Developer",TransUnion,Chicago,IL,60601,Data Scientist,TransUnion,7/8/2021,"Chicago, IL",Associate's - Masters,"data science, communication skills, data visualization, written communication skills, business intelligence, cloud, modeling, tableau, interpersonal skills, machine learning, statistics, python, r, sas, data manipulation, sql","goal, spark, sr, r, sas, python, sql",aws,,"vision, hive",False,5,7082021,,https://www.dice.com/jobs/detail/Data-Scientist-TransUnion-Chicago-IL-60601/10111030/19009148
Data Scientist - Lead,2021-07-07T14:18:13Z,"NLP, Python, Engineering, Computer",Jobot,New York,NY,10001,Data Scientist,Lead,7/8/2021,"Jobot - New York, NY",Bachelor's - Masters,"data science, cuda, deep learning, computer science, nltk, tensorflow, python, mathematics","context, spark, ml, python","tensorflow, pytorch, aws",,,False,3 to 5,7082021,,https://www.dice.com/jobs/detail/Data-Scientist-%26%2345-Lead-Jobot-New-York-NY-10001/91113390/1170469500
Senior Data scientist,2021-07-06T19:45:12Z,"R, SQL, Machine learning, Python",Teksoft Systems Inc,,,,Senior Data scientist,Teksoft Systems Inc,,,Masters,"machine learning, r, python, sql","r, fl, python, sql",,,,True,,7082021,,https://www.dice.com/jobs/detail/Senior-Data-scientist-Teksoft-Systems-Inc---/91115415/7033241
Data Scientist Consultant - Full Time - REMOTE,2021-05-28T21:16:07Z,Data Scientist,Chabez Tech,,,,Data Scientist Consultant,Full Time,,REMOTE - Chabez Tech -,Bachelor's - Masters,"data analysis, physics, restful, bamboo, saas, json, statistics, algorithms, data mining, computer science, message queues, confluence, python, debugging, google cloud, data storage, agile, machine learning, jira, distributed computing, r, data marts, continuous improvement, bitbucket, data science, sql, cloud, c++, tensorflow, graphql, mathematics, java","spark, sql, c++, r, go, python, processing, pipelines, java","pytorch, aws, jira, tensorflow",agile,"monitor, go",True,,7082021,,https://www.dice.com/jobs/detail/Data-Scientist-Consultant-%26%2345-Full-Time-%26%2345-REMOTE-Chabez-Tech---/90942163/6986317
Principal Data Scientist,2021-07-05T14:18:24Z,"Artificial Intelligence, Python, MySQL, SQL, Development, Computer, Data Mining, Programming, ACL",Jobot,Boulder,CO,80301,Principal Data Scientist,Jobot,7/8/2021,"Boulder, CO",Bachelor's - Masters,"hipaa, algorithms, data mining, predictive analytics, mysql, leadership, artificial intelligence, computer science, professional development, natural, google cloud, c, flask, machine learning, deep learning, scala, sql, data science, cloud, c++, big data, tensorflow, publishing, computer vision, python","mysql, spark, ml, c, c++, scala, source, python, sql","tensorflow, kubeflow, aws",,vision,True,,7082021,,https://www.dice.com/jobs/detail/Principal-Data-Scientist-Jobot-Boulder-CO-80301/91113390/801548071
Sr Data Scientist - Full Stack,2021-07-07T18:46:14Z,"Python, RESTful, R, React.js, NoSQL, SQL, Machine learning, Data science",LexisNexis - Risk Solutions,Chandler,AZ,85224,Sr Data Scientist,Full Stack,6/17/2021,"LexisNexis - Risk Solutions - Chandler, AZ",Bachelor's - Masters,"mongodb, graph databases, nosql, restful, neo4j, writing, statistics, lexisnexis, react.js, communication skills, credit risk, leadership, artificial intelligence, continuous delivery, node.js, computer science, risk management, python, thought leadership, flask, machine learning, scala, r, data processing, sql, operations research, data science, cloud, modeling, c++, big data, tensorflow, mathematics, java","fl, nosql, rest, sql, c++, s3, r, scala, python, plus, processing, pipelines, java","tensorflow, aws",,,True,2 to 2,7082021,,https://www.dice.com/jobs/detail/Sr-Data-Scientist-%26%2345-Full-Stack-LexisNexis-%26%2345-Risk-Solutions-Chandler-AZ-85224/10340288/7034999
Senior Data Scientist - Cancer Target Discovery,2021-07-05T14:05:33Z,"DNA, Web",Jobot,South San Francisco,CA,94102,Senior Data Scientist,Cancer Target Discovery,7/8/2021,"Jobot - South San Francisco, CA",Bachelor's - Masters,"amazon web services, data analysis, neural networks, communication skills, modeling, parallel computing, bioinformatics, machine learning, testing, biology, deep learning, web services, statistics","small, ml, pipelines",,,"vision, vector",False,3 to 3,7082021,,https://www.dice.com/jobs/detail/Senior-Data-Scientist-%26%2345-Cancer-Target-Discovery-Jobot-South-San-Francisco-CA-94102/91113390/782555869
Principal Data Scientist,2021-07-01T19:05:43Z,"Bi, Tableau, Alteryx, Dashboard, Business Intelligence, Machine Learning",Matlen Silver,Atlanta,GA,30301,Principal Data Scientist,Matlen Silver,7/8/2021,"Atlanta, GA",Masters,"data visualization, business intelligence, data integration, machine learning, roadmaps, problem solving, tableau, mulesoft","fl, powerhouse",,,rock,False,5,7082021,,https://www.dice.com/jobs/detail/Principal-Data-Scientist-Matlen-Silver-Atlanta-GA-30301/matlennj/100999535231608
Data Scientis,2021-07-02T13:30:36Z,"Consulting, Python, SAS, Matlab, SQL, NLP, Java, DataStage, Informatica, OLTP, Oracle, IT, Switch, Consultant",Revel IT,Columbus,OH,43085,"Data Scientist, remote | 657628",Revel IT,7/8/2021,"Columbus, OH",Bachelor's - Masters,"matlab, data analysis, clustering, merchandising, statistics, oltp, data mining, neural networks, communication skills, data modeling, leadership, etl, core data, agile, r, sas, sql, data science, informatica, troubleshooting, modeling, c++, netezza, waterfall, oracle, inventory management, python, java","context, matlab, small, c++, oracle, sql, r, sas, python, java",,agile,,False,,7082021,,https://www.dice.com/jobs/detail/Data-Scientist%2C-remote-%7C-657628-Revel-IT-Columbus-OH-43085/91112696/657628
Data Scientist / SaaS Platform,2021-07-08T14:07:10Z,"Engineer, Python, Engineers, Development, IT",Motion Recruitment,Palo Alto,CA,94301,Data Scientist / SaaS Platform,Motion Recruitment,7/8/2021,"Palo Alto, CA",Bachelor's - Masters,"data science, machine learning, python, saas","python, ease",,,vision,False,4,7082021,,https://www.dice.com/jobs/detail/Data-Scientist-%26%2347-SaaS-Platform-Motion-Recruitment-Palo-Alto-CA-94301/10105282/468359
NLP Data Scientist - Remote,2021-05-02T14:07:22Z,"Management, Systems, NLP, Apache, Engineering, Python, SQL",UnitedHealth Group,San Antonio,TX,78202,NLP Data Scientist,Remote,7/8/2021,"UnitedHealth Group - San Antonio, TX",Bachelor's - Masters,"predictive analytics, data science, ehr, modeling, sql, tensorflow, biostatistics, machine learning, advanced analytics, natural language processing, apache spark, python, linguistics, natural, data processing","spark, reason, processing, python, sql",tensorflow,,"monitor, vision",True,1 to 2,7082021,,https://www.dice.com/jobs/detail/NLP-Data-Scientist-%26%2345-Remote-UnitedHealth-Group-San-Antonio-TX-78202/10119572/921814
Senior Data Scientist,2021-07-01T14:09:12Z,"Testing, Linux, Python, Java, Computer, Engineering, SQL",Motion Recruitment,San Jose,CA,95101,Senior Data Scientist,Motion Recruitment,7/8/2021,"San Jose, CA",Bachelor's - Masters,"data science, linux, nosql, data modeling, modeling, c++, machine learning, r, testing, computer science, san, statistics, algorithms, sql, data mining, python, java","nosql, c++, sql, r, python, java",,prototyping,"vision, linux",False,5,7082021,,https://www.dice.com/jobs/detail/Senior-Data-Scientist-Motion-Recruitment-San-Jose-CA-95101/10105282/467818
Remote Position - Biological Data Scientist/Curator,2021-07-02T17:16:32Z,"Biological, Data Science, SQL, Oracle, Data Curator",APN Software Service,,,,Remote Position,Biological Data Scientist/Curator,,"APN Software Services, Inc -",Bachelor's - Masters,"data science, com, oracle, sql","oracle, sql",,,,False,3,7082021,,https://www.dice.com/jobs/detail/Remote-Position-%26%2345-Biological-Data-Scientist%26%2347Curator-APN-Software-Services%2C-Inc---/apn/SB_BIO
Data Scientist,2021-07-06T14:31:02Z,"python, machine learning",Systems Staffing Grou,Horsham,PA,19044,Data Scientist,"Systems Staffing Group, Inc.",,"Horsham, PA",Bachelor's - Masters,"neural networks, debugging, communication skills, written communication skills, machine learning, deep learning, computer science, natural language processing, algorithms, python, natural, java","processing, python, java",pytorch,,vector,False,2 to 3,7082021,,https://www.dice.com/jobs/detail/Data-Scientist-Systems-Staffing-Group%2C-Inc.-Horsham-PA-19044/syspa001/7033263
Data Analyst (Mid)-Data Science-R&D-CS-US,2021-07-06T13:46:58Z,"Analyst, Microsoft Access, Database, SAS, JavaScript, Python, Perl",Judge Grou,St. Louis,MO,63101,Data Analyst (Mid,ata Scienc,7/8/2021,"&D-CS-US - Judge Group, Inc. - St. Louis, MO",Bachelor's - Masters,"javascript, database, microsoft access, statistics, data wrangling, perl, linear algebra, r, sas, python","javascript, microsoft access, perl, r, sas, python",,,,False,4 to 6,7082021,,https://www.dice.com/jobs/detail/Data-Analyst-%28Mid%29%26%2345Data-Science%26%2345R%26D%26%2345CS%26%2345US-Judge-Group%2C-Inc.-St.-Louis-MO-63101/cxjudgpa/736255
